Date,Close,Volume,Daily Log Return,20-Day Rolling Volatility,50-Day Moving Average,200-Day Moving Average,Distance from 50-Day MA,Distance from 200-Day MA,Max Drawdown,Volume Change,ATR,RSI,MACD,MACD Signal,Close_VIX,Volume_scaled,Daily Log Return_scaled,20-Day Rolling Volatility_scaled,50-Day Moving Average_scaled,200-Day Moving Average_scaled,Distance from 50-Day MA_scaled,Distance from 200-Day MA_scaled,Max Drawdown_scaled,Volume Change_scaled,ATR_scaled,RSI_scaled,MACD_scaled,MACD Signal_scaled,State
2010-02-10 13:00:00+00:00,33.38711929321289,16394,0.0111158748479127,0.1699207152078176,34.81539031982422,32.50560378074646,-1.428271026611327,0.8815155124664287,-0.0721165293926193,0.7719412019022913,0.7569336801062595,38.3231937345838,-0.579076263688691,-0.4668637926124129,23.34000015258789,-0.5545584854052825,1.1173018865630129,0.4609537229693101,-0.987143021862,-1.165655399571952,-0.976581017968229,-0.1739762325462602,-1.923194333369815,0.0981559633757427,0.7645769852815495,-1.414017070416609,-1.3132639882393926,-1.1640017462329042,2
2010-02-11 13:00:00+00:00,33.426876068115234,9530,0.0011900734084094,0.1659088861255824,34.78893043518067,32.53078609466553,-1.3620543670654328,0.8960899734497048,-0.0707182316926511,-0.4186897645480053,0.7381521775889579,38.980868924855685,-0.5535157157441262,-0.4841941772387556,22.25,-0.6131546691986847,0.0928635606398571,0.4035091169040845,-0.9892086140936092,-1.163540413522904,-0.9402360669818683,-0.1693267847743685,-1.8721719715351623,-0.3223498147051215,0.6963489208075585,-1.3529631461993654,-1.263815112326908,-1.1996480228839113,2
2010-02-14 13:00:00+00:00,33.38711929321289,14209,-0.0011900734084094,0.1657457122435865,34.76054000854492,32.55576962471008,-1.3734207153320312,0.8313496685028099,-0.071823487415865,0.4909758656873033,0.7000278280228256,38.538314203216494,-0.5303532546316845,-0.4934259927173414,22.36000061035156,-0.5732112624432463,-0.1527905193187768,0.401172661591744,-0.9914249141833816,-1.1614421227276257,-0.9464748197893412,-0.189979806998129,-1.91250155044452,-0.0010750751643313,0.5578535806274608,-1.3940468039632723,-1.2190055226474967,-1.218636629059478,2
2010-02-15 13:00:00+00:00,33.597198486328125,10228,0.0062725094130957,0.1656976243671939,34.724994812011715,32.58146967887878,-1.1277963256835903,1.0157288074493422,-0.059001567493072,-0.2801745372651136,0.6808491355685243,42.26813226730828,-0.4894036613790504,-0.4926215264496832,22.020000457763672,-0.607196024634612,0.6174199165156361,0.4004841005739986,-0.9941997517467006,-1.159283653247765,-0.8116566869501276,-0.1311603983255229,-1.4446436416955115,-0.2734291540924599,0.4881826336894567,-1.047796811873671,-1.139785336921909,-1.2169819498500072,2
2010-02-16 13:00:00+00:00,34.32968521118164,9753,0.0215677528210617,0.1869714605521667,34.70523498535156,32.61170035362244,-0.3755497741699187,1.7179848575592018,-0.0384859027658544,-0.0464411419632381,0.6845375348031666,52.98204926224358,-0.3933114075730941,-0.4727595026743655,20.11000061035156,-0.6112509761646041,2.196036378566063,0.705100053569942,-0.9957423036133094,-1.156744670708606,-0.39876415760902,0.0928686639655221,-0.6960493552182477,-0.1908794421964857,0.5015815798363461,-0.0531923536939349,-0.9538873685017104,-1.1761284310384472,2
2010-02-17 13:00:00+00:00,34.210453033447266,16906,-0.0034791963092439,0.1868950138712308,34.69206199645996,32.63858327865601,-0.4816089630126967,1.5718697547912583,-0.0344549996630091,0.733415359376602,0.669710503737732,51.31274195986033,-0.323054671247263,-0.4428185363889451,19.739999771118164,-0.5501876744929541,-0.3890500542949849,0.7040054283051717,-0.9967706536567096,-1.154486855498045,-0.4569778465292874,0.0462559940504089,-0.5489660862988559,0.0845494472981499,0.4477190291400729,-0.2081590652903776,-0.8179702260317311,-1.1145438793726823,2
2010-02-18 13:00:00+00:00,33.97764587402344,12441,-0.0068284075299871,0.186591038194742,34.679343185424806,32.664787683486935,-0.701697311401368,1.3128581905365024,-0.0236581355025931,-0.2641074174849166,0.6466142806248439,48.12443089215692,-0.2829001962879331,-0.4108348683687427,20.559999465942383,-0.5883042188748803,-0.7347209159431034,0.6996528592820707,-0.9977635482827988,-1.152286027138144,-0.5777797759789485,-0.036372155402276,-0.1550002592186475,-0.2677545858214589,0.363816764228085,-0.504139368619278,-0.7402882587319229,-1.0487577642261598,0
2010-02-21 13:00:00+00:00,34.6760368347168,36933,0.0203460331680189,0.1928447779401925,34.681500625610354,32.694427232742306,-0.0054637908935575,1.9816096019744904,0.0,1.968652037617555,0.6547739885563014,56.79680976864965,-0.1925041042697515,-0.3671687155489445,19.700000762939453,-0.3792223812484223,2.0699431412855467,0.7891989512884877,-0.9975951276057072,-1.149796691433068,-0.1956316375579919,0.176968479522589,0.7082593670926688,0.5208090232155529,0.3934587525793132,0.3009430954002718,-0.565409960079054,-0.9589423448191544,0
2010-02-22 13:00:00+00:00,34.6646842956543,13099,-0.0003274422007405,0.1921989627621884,34.68933624267578,32.7249468421936,-0.0246519470214821,1.939737453460694,-0.0003273885973939,-0.6453307340318957,0.6177381845102125,56.63107666406248,-0.1203927919383289,-0.3178135308268214,19.46999931335449,-0.5826870439133333,-0.0637586687765851,0.7799516484420959,-0.996983439763593,-1.1472334421455193,-0.206163618463865,0.1636107047249354,0.6963133133466355,-0.4023946311959608,0.2589178007052615,0.2855576033558313,-0.42590499551036,-0.857425349859208,0
2010-02-23 13:00:00+00:00,34.23884582519531,7989,-0.0123605827299092,0.1863153887049003,34.69274345397949,32.754643268585205,-0.4538976287841763,1.4842025566101071,-0.0126078712975578,-0.3901061149706084,0.6040310620779819,50.659576482400624,-0.0964933478185514,-0.2735494942251674,20.43000030517578,-0.6263097856359855,-1.3056946892009864,0.6957058874566374,-0.9967174556410164,-1.144739329502548,-0.4417676699482085,0.0182889865762347,0.2482118598105341,-0.3122546717560271,0.2091235719316265,-0.2687943395899285,-0.3796696546554106,-0.7663801637071078,0
